term	year	subject	label	number	description	prereq	hours	geneds
Fall	2023	PATH	Surgical Pathology	559	Discussion and interpretation of disease processes of domestic animals; emphasizes interpretation of pathologic changes in tissue specimens obtained during surgical procedures; correlates structure, function, and prognosis. Approved for letter and S/U grading. May be repeated to a maximum of 10 hours. 	PATH 545 and PATH 546, or equivalent; consent of instructor.	0 TO 2 hours	
Fall	2023	PATH	Spatial Epidemiology	560	Patterns of health and disease in place and time; application of geographic information systems; analysis of time-space relations; clusters and diffusion of disease; geographic epidemiology of selected infectious and noninfectious diseases. Same as GGIS 560. 4 graduate hours. No professional credit. 	CHLH 474 or equivalent, or VM 608 or PATH 517 or equivalent; PATH 524 or SOC 485 or equivalent.	4 hours	
Fall	2023	PATH	Vet Info Tech/Computer App	575	Veterinary applications of word processing, spreadsheet, database, statistical, and health management software packages and various methods of information access and retrieval will be complemented by lecture/discussion and computer laboratory sessions. 	Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program.	1 hours	
Fall	2023	PATH	Communication Vet Consultation	576	Utilization of communication as a tool in veterinary consultation and management. Skills will be developed in oral and written communication through assigned presentations, technical reports, newsletters, and business letters. Veterinary applications will be emphasized. 	Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program.	1 hours	
Fall	2023	PATH	Vet Leadership Organ Behavior	577	Leadership principles and organizational theory with practical application to veterinary management and consultation. Includes individual, interpersonal, and organizational influences focusing on current issues in the veterinary profession. 	Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program.	2 hours	
Fall	2023	PATH	Veterinary Business Management	578	Instruction in and application of the principles of veterinary business management including economics, decision making, financial management, marketing, and legal issues. Emphasis on specific practice type (small animal, food animal, equine) depending on interest of students. 	Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program.	4 hours	
Fall	2023	PATH	Adv Concept Swine Health Med 1	579	Instruction on the biostatistics involved in the effective analysis of swine production records, diagnostic tests, and clinical trials. Application of epidemiology principles in a swine production setting. Practical diagnostic, treatment, and preventive procedures for disease conditions related to swine production. 	Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program.	3 hours	
Fall	2023	PATH	Seminar	590	Required of all graduate students whose major is veterinary pathobiology. Approved for letter and S/U grading.		0 or 1 hours	
Fall	2023	PATH	Special Problems	592	Basic and applied study including orientation and research on pertinent initial and continuing problems in the student's area of interest. May be repeated to a maximum of 8 hours if topics vary. 	Consent of instructor.	1 TO 4 hours	
Fall	2023	PATH	Interdisciplinary Tox Sem	596	Same as ENVS 596 and CB 596. See CB 596.		1 hours	
Fall	2023	PATH	Non-Thesis Research	598	Independent research to fulfill requirement for non-thesis alternative in Master of Science program only. Approved for S/U grading only. May be repeated to a maximum of 8 hours if topics vary. Credit is not given for both PATH 598 and PATH 599. 	Must be Graduate Veterinarian.	1 TO 8 hours	
Fall	2023	PATH	Thesis Research	599	Approved for S/U grading only. May be repeated.		0 TO 16 hours	
Fall	2023	PATH	Emergency Preparedness and Response to Foreign Animal Diseases	629	This online elective course for graduate and DVM students focuses on disease emergency response that is complementary to other veterinary curriculum coursework. This course will study example foreign animal diseases (FADs) so that students understand disease transmission and epidemiology, how biosecurity can help prevent introduction and spread of diseases, and will use the Incident Command structure in emergency response scenarios. Students will contribute evaluative thinking for improvements in FADPReP (FAD Preparedness, Response, and Prevention). 2 graduate hours. 2 professional hours. 	Restricted to students enrolled in the first three years of the DVM Professional curriculum or graduate students in epidemiology, public health, or biology-related discipline, or by permission of instructor.	2 hours	
Fall	2023	PATH	Bioscientific Writing	644	Instruction in communicating research results to a scientific audience. Assignments focus on writing an abstract, constructing a poster presentation, and completing a short manuscript. Intended for veterinary students who have some previous experience in a research setting and access to experimental data that can be used as a basis of writing exercises. 	Enrollment in the veterinary curriculum and consent of instructor.	1 hours	
Fall	2023	PATH	Special Problems	692	Individual research on a special problem chosen in consultation with the instructor and department head. Approved for both letter and S/U grading. May be repeated to a maximum of 6 hours if topics vary. 1 to 3 graduate hours.  1 to 3 professional hours. 	Registration in veterinary curriculum with grade-point average of 3.0 or above, or consent of instructor.	1 TO 3 hours	
Fall	2023	PERS	Elementary Persian I	201	Introduction to Persian, including conversation with a native speaker under the direction of a linguist-instructor, and a minimum of formal grammar and writing.		5 hours	
Fall	2023	PERS	Intermediate Persian I	403	General review of the essentials of grammar, selected reading of materials emphasizing Iranian life and culture, compositions, and practice in speech. 4 undergraduate hours. 4 graduate hours. 	PERS 202.	4 hours	
Fall	2023	PERS	Advanced Persian I	453	Students will develop the ability to read and understand paragraph level text, expand on their oral skills, continue to refine Persian writing skills and expand knowledge on Persian-speaking cultures. 3 undergraduate hours. 4 graduate hours. 	PERS 403 and PERS 404; or consent of Persian Studies Program Director (determined after placement test taken by student).	3 OR 4 hours	
Fall	2023	PHIL	Intro to Philosophy-ACP	100	Consideration of some main problems of philosophy concerning, for example, knowledge, God, mind and body, and human freedom. Course is identical to PHIL 101 except for the additional writing component. Credit is not given for both PHIL 100 and PHIL 101. 	Completion of campus Composition I general education requirement.	3 hours	Humanities – Hist & Phil,Advanced Composition
Fall	2023	PHIL	Introduction to Philosophy	101	Consideration of some main problems of philosophy concerning, for example, knowledge, God, mind and body, and human freedom. Credit is not given for both PHIL 101 and PHIL 100.		3 hours	Humanities – Hist & Phil
